CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_Book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
712029783,42,M,4,Uneducated,Single,"$80K - $120K",36,34516,2253,7836,93,0.065
771719283,39,F,4,Doctorate,Married,"Less than $40K",27,8587,1324,8854,92,0.154
713537733,46,M,4,Doctorate,Unknown,"$60K - $80K",36,34516,1426,7582,95,0.041
709235058,46,M,4,College,Married,"$40K - $60K",36,18956,1694,8032,88,0.089
714786483,45,M,4,College,Single,"$60K - $80K",35,13445,1186,7377,82,0.088
717682233,49,M,4,Uneducated,Married,"$60K - $80K",36,6139,1585,7906,80,0.258
711152658,44,M,4,Graduate,Single,"$120K +",36,34516,1635,7219,86,0.047
709372608,43,M,4,Uneducated,Married,"$60K - $80K",31,23457,2517,7370,96,0.107
711136008,41,M,4,Graduate,Single,"$80K - $120K",33,31560,1298,7641,93,0.041
712453308,46,M,4,"High School",Divorced,"$40K - $60K",36,15034,1356,7737,84,0.09
789556533,52,M,4,Graduate,Married,"$80K - $120K",45,23070,1701,8070,81,0.074
713087958,53,M,4,"High School",Divorced,"$120K +",36,34516,1337,7919,85,0.039
712955433,36,F,4,Uneducated,Unknown,"$40K - $60K",16,4370,1222,7223,90,0.28
710357208,49,M,4,Uneducated,Married,"$80K - $120K",39,8561,915,7341,79,0.107
718189908,44,F,4,Unknown,Unknown,"$40K - $60K",31,23981,2135,7885,86,0.089
720412308,40,M,4,Unknown,Married,"$80K - $120K",36,34516,2330,7635,75,0.068
716725008,49,M,4,"High School",Married,"$80K - $120K",40,7667,2191,7886,94,0.286
827904183,40,M,4,Uneducated,Married,"$120K +",36,17606,1377,8104,83,0.078
712191783,49,M,4,"High School",Married,"$120K +",36,34516,1634,7788,94,0.047
716319258,43,M,4,Uneducated,Single,"$120K +",36,34516,1742,7360,82,0.05
709269708,45,M,4,Graduate,Single,"$120K +",34,34516,1488,7281,95,0.043
820036533,50,M,4,Unknown,Married,"$80K - $120K",45,34516,1466,7223,87,0.042
719785683,41,M,4,Post-Graduate,Married,"$80K - $120K",36,21751,1573,8332,102,0.072
718306308,48,M,4,Graduate,Married,"$80K - $120K",36,27984,1793,8147,81,0.064
712624383,52,M,4,College,Single,"$80K - $120K",41,34516,1701,7707,99,0.049
711559008,40,F,4,Post-Graduate,Single,"$40K - $60K",28,11642,1501,9137,92,0.129
826150608,44,M,4,Uneducated,Unknown,"$40K - $60K",40,18072,1378,8199,98,0.076
714999483,38,M,4,Uneducated,Unknown,"$80K - $120K",36,34516,1132,9389,106,0.033
711947358,49,M,4,Uneducated,Married,"$120K +",38,18991,1208,7716,83,0.064
718977483,56,M,4,Graduate,Single,"$80K - $120K",46,25736,1388,7209,91,0.054
720735408,44,F,4,Doctorate,Married,"$40K - $60K",30,6329,1643,8514,109,0.26
716806383,48,M,4,Graduate,Married,"$80K - $120K",40,28307,1506,9042,122,0.053
709530408,45,M,4,Doctorate,Single,"$120K +",36,34516,1411,8007,96,0.041
716283108,44,F,4,Uneducated,Married,"Less than $40K",36,6769,1133,7986,88,0.167
718694658,41,M,4,Unknown,Married,"$80K - $120K",32,28687,1607,7523,90,0.056
779293308,51,M,4,Graduate,Married,"$60K - $80K",33,25653,2059,8305,103,0.08
711364233,41,M,4,Unknown,Married,"$60K - $80K",26,34516,1559,8888,104,0.045
789529158,44,M,4,"High School",Single,"$60K - $80K",36,2946,743,8553,88,0.252
826451433,42,M,4,Graduate,Single,"$80K - $120K",38,34516,2273,8502,103,0.066
712268808,55,M,4,Graduate,Single,"$120K +",36,34516,2443,8765,105,0.071
710295858,43,M,4,Graduate,Divorced,"$80K - $120K",32,24244,1649,8074,84,0.068
720819858,47,F,4,Post-Graduate,Single,"Less than $40K",27,8837,2517,8210,100,0.285
815078433,42,F,4,Unknown,Married,"Less than $40K",37,6551,1718,13363,99,0.262
709108533,49,M,4,Graduate,Married,"$80K - $120K",29,9959,2216,15139,90,0.223
713236458,55,M,4,Unknown,Single,"$60K - $80K",48,18980,2517,8295,113,0.133
712152408,44,M,4,"High School",Single,"$60K - $80K",29,34516,1930,12478,97,0.056
714449283,44,M,4,Uneducated,Unknown,"$80K - $120K",36,25428,1528,13360,97,0.06
721114458,46,M,4,College,Single,"$120K +",36,34516,585,14319,96,0.017
810261633,44,M,4,Graduate,Single,"$60K - $80K",39,9682,1727,14991,95,0.178
719365233,34,M,4,Unknown,Single,"Less than $40K",23,7664,1785,15077,126,0.233
720535008,46,M,4,Uneducated,Single,"$80K - $120K",36,10492,1094,13764,104,0.104
710968008,37,F,4,Uneducated,Married,"Less than $40K",26,3423,647,14308,124,0.189
820108008,49,M,4,Unknown,Married,"$80K - $120K",44,12174,1361,14743,121,0.112
716247708,51,M,4,College,Single,"$120K +",33,34516,1848,14149,103,0.054
816310158,49,M,4,Uneducated,Unknown,"$60K - $80K",44,12375,2263,14500,106,0.183
712238958,45,M,4,Graduate,Married,"Less than $40K",36,7231,1047,15571,115,0.145
716340783,48,M,4,"High School",Married,"$80K - $120K",36,21526,1320,14441,105,0.061
789791808,43,M,4,"High School",Married,"$40K - $60K",32,7139,1512,14802,112,0.212
719719158,38,M,4,Post-Graduate,Single,"$80K - $120K",36,34516,1435,15584,114,0.042
718758783,44,F,4,Unknown,Single,"Less than $40K",36,13067,1943,15172,118,0.149
713550483,45,M,4,Graduate,Unknown,"$60K - $80K",33,8670,1930,13767,96,0.223
718728108,43,M,4,Uneducated,Married,"$60K - $80K",30,29856,1576,14887,119,0.053
711706458,44,M,4,Doctorate,Married,"$80K - $120K",27,24134,1290,13311,110,0.053
712180308,36,M,4,"High School",Single,"$120K +",36,27929,1898,14755,123,0.068
788671608,45,F,4,College,Single,"$40K - $60K",30,23051,1836,14393,107,0.08
720017958,48,F,4,Unknown,Single,"$40K - $60K",36,6121,1679,14224,117,0.274
718096608,44,F,4,"High School",Single,"Less than $40K",30,6882,1930,13836,113,0.28
719094333,46,M,4,Uneducated,Married,"$80K - $120K",33,13490,1567,13159,105,0.116
719420058,44,M,4,Unknown,Single,"$80K - $120K",26,11782,2177,16605,110,0.185
721294533,48,M,4,Graduate,Married,"$80K - $120K",34,34516,738,15143,121,0.021
718425333,45,M,4,Graduate,Married,"$80K - $120K",32,26819,1657,14450,111,0.062
714637908,47,F,4,Unknown,Single,"Less than $40K",36,7940,1669,15445,118,0.21
712025958,42,M,4,Uneducated,Married,"$80K - $120K",35,34516,1420,14672,110,0.041
710845308,46,M,4,"High School",Married,"$80K - $120K",36,32949,1190,14892,113,0.036
716004258,45,M,4,"High School",Single,"$60K - $80K",35,8449,2092,17634,120,0.248
712107783,49,M,4,College,Single,"$60K - $80K",35,17350,1817,16132,118,0.105
818960133,58,M,4,"High School",Married,"$60K - $80K",53,13784,698,13120,91,0.051
717992433,50,M,4,Graduate,Married,"$80K - $120K",39,11900,1796,14666,101,0.151
709066983,50,M,4,"High School",Married,"$120K +",41,34516,2353,15214,129,0.068
718578708,49,M,4,Post-Graduate,Single,"$120K +",38,34516,1562,14212,100,0.045
756658083,49,M,4,Post-Graduate,Single,"$80K - $120K",42,30885,2018,17350,115,0.065
803421108,49,M,4,Graduate,Single,"$80K - $120K",43,20701,2517,14374,113,0.122
813153108,49,M,4,College,Married,"$80K - $120K",44,31091,966,14565,108,0.031
715573758,43,M,4,Uneducated,Married,"$120K +",36,34516,1816,15226,113,0.053
718919433,52,F,4,Graduate,Single,"Less than $40K",36,4440,1149,14973,112,0.259
715269483,50,M,4,Post-Graduate,Married,"$120K +",36,17374,2517,15473,128,0.145
716002458,43,M,4,College,Married,"$40K - $60K",30,7386,656,15691,126,0.089
789890958,53,F,4,"High School",Divorced,"$40K - $60K",43,10948,482,16230,111,0.044
789237333,47,M,4,Post-Graduate,Divorced,"$60K - $80K",36,20237,1593,15041,102,0.079
712846458,45,M,4,"High School",Divorced,"$80K - $120K",39,14290,1432,14709,125,0.1
778873608,44,M,4,Uneducated,Married,"$80K - $120K",25,34516,1984,14335,116,0.057
710056758,51,M,4,"High School",Single,"$40K - $60K",36,10017,1850,15635,116,0.185
715756683,50,M,4,Graduate,Single,"$80K - $120K",36,14804,1696,15237,111,0.115
716552433,40,F,4,Uneducated,Married,"Less than $40K",36,5056,1067,15926,117,0.211
827318958,49,F,4,Unknown,Single,"Less than $40K",45,9431,1785,14261,99,0.189
720539583,46,M,4,Unknown,Single,"$60K - $80K",31,21226,1202,14103,96,0.057
711289533,39,M,4,Post-Graduate,Single,"$80K - $120K",32,26710,1681,14043,117,0.063
712246983,50,M,4,"High School",Married,"$80K - $120K",43,16748,2413,15338,121,0.144
718140783,47,M,4,Unknown,Married,"$60K - $80K",36,10585,1749,18484,108,0.165
714465558,41,M,4,Unknown,Married,"$120K +",36,34516,2205,15033,98,0.064
809589783,41,M,4,Post-Graduate,Married,"$40K - $60K",36,16268,817,13969,120,0.05
712128258,49,F,4,"High School",Single,"Less than $40K",40,13704,2127,15872,116,0.155
716850558,48,M,4,Graduate,Unknown,"$60K - $80K",32,34516,1285,15279,122,0.037
771982083,44,M,4,Doctorate,Married,"$80K - $120K",33,4552,1144,14418,104,0.251
715090008,45,M,4,Graduate,Single,"$60K - $80K",36,28564,2517,14875,107,0.088
709159308,42,F,4,"High School",Single,"Less than $40K",30,6172,1212,16622,99,0.196
718161708,46,F,4,Graduate,Married,"Less than $40K",34,7562,1500,14908,100,0.198
713768358,45,M,4,Graduate,Single,"$40K - $60K",35,7935,888,15380,122,0.112
810347208,51,M,4,Unknown,Married,"$120K +",46,34516,2264,1330,31,0.066
714885258,44,M,4,Unknown,Unknown,"$80K - $120K",37,4234,972,1348,27,0.23
709967358,48,M,4,Post-Graduate,Single,"$80K - $120K",36,30367,2362,1671,27,0.078
806624208,47,M,4,"High School",Married,"$40K - $60K",42,4785,1362,1045,38,0.285
709029408,41,M,4,Graduate,Married,"$60K - $80K",36,8923,2517,1589,24,0.282
710082708,44,M,4,Post-Graduate,Single,"$120K +",32,23957,2102,1276,26,0.088
788979258,51,M,4,Uneducated,Single,"$80K - $120K",38,34516,1515,1293,32,0.044
715971108,51,M,4,Graduate,Single,"$120K +",42,34516,1763,1550,41,0.051
714070758,49,M,4,"High School",Single,"$80K - $120K",38,31302,1953,1564,35,0.062
716657058,43,F,4,Post-Graduate,Married,"Less than $40K",33,8358,926,1566,37,0.111
708476808,54,M,4,Unknown,Divorced,"$120K +",36,33791,1960,1047,31,0.058
710916408,57,M,4,Graduate,Married,"$60K - $80K",39,8466,1886,1342,32,0.223
714490308,57,M,4,Graduate,Married,"$80K - $120K",46,19270,1662,1565,28,0.086
717721458,45,M,4,College,Divorced,"$60K - $80K",40,10408,1186,2560,42,0.114
709919283,54,M,4,Graduate,Married,"$80K - $120K",34,14926,2517,1576,25,0.169
720707283,48,M,4,Unknown,Married,"$80K - $120K",36,5288,866,1777,42,0.164
770817783,47,M,4,Graduate,Married,"$60K - $80K",33,34516,1679,1060,27,0.049
716479233,43,M,4,"High School",Married,"$40K - $60K",36,13258,1721,1080,21,0.13
718876683,43,F,4,Graduate,Single,"Less than $40K",31,5781,1168,1600,32,0.202
789830058,44,M,4,Unknown,Single,"$80K - $120K",34,21573,1585,1384,36,0.073
715432608,43,M,4,Unknown,Single,"$60K - $80K",36,22322,953,1348,34,0.043
710620383,43,M,4,Unknown,Married,"$60K - $80K",35,24396,1171,965,17,0.048
714511758,45,M,4,Graduate,Single,"$80K - $120K",40,6363,1029,1542,16,0.162
715996983,47,M,4,Uneducated,Divorced,"$80K - $120K",30,17682,2481,1747,31,0.14
773466258,48,F,4,"High School",Married,"$40K - $60K",42,4206,1100,1144,22,0.262
719117433,41,M,4,"High School",Unknown,"$80K - $120K",36,23018,2168,1463,24,0.094
779749908,48,M,4,College,Married,"$60K - $80K",33,34516,2061,1350,32,0.06
714576183,47,M,4,Graduate,Single,"$80K - $120K",36,21637,2030,1222,23,0.094
711109908,43,F,4,Uneducated,Married,"Less than $40K",36,9684,2475,1400,31,0.256
790134408,46,M,4,Graduate,Single,"$60K - $80K",39,10741,755,1278,22,0.07
807030858,51,M,4,"High School",Single,"$120K +",46,34516,2274,1795,47,0.066
828281733,43,M,4,Unknown,Married,"$120K +",39,14881,848,1408,23,0.057
708666258,43,M,4,Unknown,Married,"$40K - $60K",36,8129,1799,1402,33,0.221
818942433,54,F,4,Unknown,Divorced,"Less than $40K",49,9376,1288,1562,33,0.137
721144383,42,M,4,Graduate,Married,"$60K - $80K",28,28202,843,1629,38,0.03
712372158,45,M,4,Unknown,Married,"$120K +",33,34516,2086,1859,47,0.06
709470858,51,M,4,College,Married,"$120K +",31,34516,1254,1366,25,0.036
712981383,44,F,4,College,Married,"Less than $40K",37,10790,1930,1052,16,0.179
778770783,42,M,4,"High School",Married,"$80K - $120K",30,29801,1916,990,21,0.064
713639958,46,F,4,Graduate,Divorced,"Less than $40K",36,9478,820,1327,41,0.087
716302383,47,F,4,Uneducated,Married,"$40K - $60K",36,14241,2081,1581,44,0.146
721333233,40,M,4,Doctorate,Divorced,"$60K - $80K",34,23138,1727,1612,39,0.075
721043058,58,M,4,Unknown,Married,"$60K - $80K",44,12010,2149,1700,35,0.179
715878183,46,M,4,Graduate,Single,"$80K - $120K",35,18325,723,1517,33,0.039
716920908,52,M,4,"High School",Married,"$80K - $120K",42,5738,1112,1922,48,0.194
708095133,43,M,4,Unknown,Unknown,"$120K +",34,33304,1833,1448,29,0.055
712899333,47,F,4,College,Single,"Less than $40K",37,4256,1084,1100,29,0.255
721183983,48,M,4,"High School",Married,"$120K +",31,34516,1013,1222,37,0.029
710698233,37,M,4,Graduate,Married,"$80K - $120K",28,10021,1203,1463,40,0.12
711622683,48,M,4,Unknown,Single,"$60K - $80K",30,7712,1387,1597,39,0.18
717643608,48,M,4,College,Married,"$80K - $120K",36,26443,1601,1593,36,0.061
708579633,40,M,4,Unknown,Divorced,"$40K - $60K",28,23981,1788,1421,34,0.075
710462433,45,M,4,Graduate,Single,"$60K - $80K",30,17625,894,1773,39,0.051
709040508,57,M,4,Uneducated,Married,"$120K +",38,19802,1961,2244,58,0.099
716027208,47,M,4,Doctorate,Married,"$60K - $80K",36,19665,706,1110,58,0.036
709186983,49,M,4,Uneducated,Married,"$80K - $120K",40,8714,2252,1536,38,0.258
808964433,46,F,4,Doctorate,Divorced,"Less than $40K",41,8693,1378,1594,45,0.159
716999883,51,M,4,"High School",Married,"$80K - $120K",41,15897,1437,1405,43,0.09
716452083,56,F,4,Unknown,Married,"Less than $40K",46,4271,1150,2052,50,0.269
719781183,57,M,4,"High School",Married,"$80K - $120K",38,15428,1553,1916,40,0.101
713943783,41,M,4,Post-Graduate,Married,"$60K - $80K",32,18001,906,1194,25,0.05
818045958,46,M,4,Graduate,Single,"$40K - $60K",41,6741,1745,1682,46,0.259
809292483,44,F,4,College,Married,"Less than $40K",39,8128,1846,1224,32,0.227
779320983,46,M,4,Uneducated,Single,"$80K - $120K",28,19843,1178,1638,49,0.059
789485433,42,M,4,College,Married,"$80K - $120K",34,34516,668,1698,67,0.019
711668283,48,M,4,Uneducated,Married,"$80K - $120K",37,30948,2404,1511,35,0.078
780198258,46,M,4,College,Single,"$120K +",36,7793,1705,1099,39,0.219
719226333,44,M,4,Unknown,Single,"$60K - $80K",24,11042,2211,1140,25,0.2
718206783,45,F,4,Unknown,Single,"Less than $40K",36,15987,1648,1436,36,0.103
715783758,40,M,4,Graduate,Divorced,"$120K +",30,25188,1295,1513,38,0.051
807964908,41,M,4,"High School",Married,"$60K - $80K",36,8013,2025,1481,45,0.253
710574558,47,M,4,Graduate,Single,"$80K - $120K",41,26442,1642,1403,40,0.062
752666508,41,M,4,College,Married,"$80K - $120K",34,34516,1347,1005,22,0.039
816513108,54,M,4,Graduate,Married,"$60K - $80K",49,5269,1099,2195,63,0.209
721279083,53,M,4,Graduate,Single,"$80K - $120K",33,5376,1177,1840,53,0.219
719391783,46,M,4,Uneducated,Married,"$40K - $60K",35,9149,1566,1790,60,0.171
717190533,49,M,4,"High School",Married,"$60K - $80K",36,12938,661,1282,32,0.051
735565158,46,M,4,Graduate,Married,"$60K - $80K",33,21548,1180,1582,38,0.055
717776808,47,F,4,Graduate,Single,"Less than $40K",39,7353,1450,2005,54,0.197
771359958,39,M,4,Unknown,Single,"$120K +",26,34516,2517,1689,42,0.073
789875883,41,F,4,Uneducated,Single,"Less than $40K",31,2490,627,1391,45,0.252
714173808,44,F,4,Graduate,Single,"Less than $40K",34,4214,1249,1389,34,0.296
810220833,42,M,4,Graduate,Unknown,"$40K - $60K",37,15871,2086,1562,43,0.131
788677533,44,M,4,Unknown,Married,"$120K +",31,34516,1197,1594,43,0.035
715855083,48,M,4,"High School",Married,"$80K - $120K",36,19762,507,2793,67,0.026
816776283,42,M,4,"High School",Unknown,"$80K - $120K",37,34516,1797,1534,30,0.052
709528308,53,M,4,"High School",Married,"$80K - $120K",46,15242,1170,1876,57,0.077
710628783,38,M,4,"High School",Single,"$80K - $120K",36,34516,1140,1445,45,0.033
772145658,43,M,4,Uneducated,Single,"$80K - $120K",32,16043,2036,1394,28,0.127
771330558,51,M,4,"High School",Married,"$60K - $80K",38,10462,1824,1267,31,0.174
712072908,48,M,4,College,Single,"$80K - $120K",36,2852,736,1382,40,0.258
788107683,35,M,4,"High School",Married,"$40K - $60K",27,5325,1318,1814,43,0.248
767049258,44,M,4,"High School",Single,"$120K +",37,8396,1672,1475,35,0.199
719358333,36,M,4,Uneducated,Married,"$40K - $60K",28,2157,574,1663,33,0.266
771816408,44,F,4,Uneducated,Married,"Less than $40K",33,9671,704,2955,66,0.073
778137108,43,M,4,"High School",Single,"$80K - $120K",37,30503,2517,1860,47,0.083
709452633,56,F,4,"High School",Single,"Less than $40K",36,8881,2145,2027,49,0.242
787489083,55,M,4,Post-Graduate,Married,"$80K - $120K",43,21351,2517,1887,32,0.118
713182458,53,M,4,"High School",Married,"$80K - $120K",43,16692,2446,1288,29,0.147
794632308,40,M,4,Graduate,Married,"$60K - $80K",25,28822,2517,1504,35,0.087
790082508,42,M,4,"High School",Single,"$120K +",35,34516,1658,2935,65,0.048
715870758,35,M,4,Graduate,Married,"$120K +",30,34516,1018,2350,55,0.029
712281183,55,M,4,Graduate,Married,"$120K +",36,24336,856,1425,33,0.035
716757033,37,M,4,Post-Graduate,Married,"$40K - $60K",27,6859,1766,3045,56,0.257
789079758,44,M,4,Doctorate,Unknown,"$120K +",32,34516,1356,1531,48,0.039
718784358,34,M,4,Uneducated,Single,"$120K +",36,34516,2517,1969,46,0.073
715216908,48,M,4,Doctorate,Single,"$80K - $120K",36,18102,1381,1486,32,0.076
713346558,45,M,4,Graduate,Divorced,"$60K - $80K",37,6784,891,1900,28,0.131
711561108,36,M,4,Graduate,Single,"$80K - $120K",24,16335,892,2733,71,0.055
718587858,39,M,4,"High School",Married,"$60K - $80K",31,11906,2032,1642,39,0.171
779883933,40,F,4,Graduate,Married,"Less than $40K",24,8014,1402,1596,34,0.175
772031733,40,M,4,Graduate,Single,"$80K - $120K",29,14315,690,2603,56,0.048
720814233,45,M,4,"High School",Unknown,"$80K - $120K",34,23539,1261,1485,38,0.054
713577483,47,M,4,Unknown,Married,"$80K - $120K",35,5589,1430,1570,31,0.256
743265108,37,M,4,College,Single,"$60K - $80K",30,15936,827,2477,49,0.052
715760733,58,M,4,"High School",Married,"$40K - $60K",47,7803,1885,1199,25,0.242
718227033,38,F,4,Graduate,Married,"Less than $40K",30,5951,1702,2565,53,0.286
719517258,57,M,4,Unknown,Single,"$80K - $120K",36,7558,1364,3676,67,0.18
823948308,48,M,4,Post-Graduate,Unknown,"$40K - $60K",44,6710,1942,1727,37,0.289
718360083,39,M,4,Uneducated,Married,"$120K +",36,25790,1798,2443,70,0.07
789127533,49,M,4,"High School",Divorced,"$80K - $120K",37,32338,1664,3013,83,0.051
718242333,36,M,4,Graduate,Single,"$80K - $120K",36,10216,1822,2568,69,0.178
789833583,57,F,4,"High School",Married,"$40K - $60K",47,6803,1332,1476,30,0.196
771169458,41,M,4,College,Married,"$120K +",28,28020,1470,1723,36,0.052
780382008,42,F,4,Unknown,Single,"Less than $40K",32,13719,1384,3774,63,0.101
720603558,36,M,4,Graduate,Single,"$60K - $80K",36,20337,1605,2460,74,0.079
720171033,45,M,4,Unknown,Married,"$60K - $80K",36,11498,1577,4014,70,0.137
714225333,48,F,4,Graduate,Married,"Less than $40K",36,2930,773,1545,21,0.264
798140283,57,M,4,Graduate,Married,"$120K +",51,10711,1970,1180,29,0.184
788610258,49,M,4,College,Unknown,"Less than $40K",43,9652,2517,3762,73,0.261
712091433,58,M,4,Uneducated,Single,"$40K - $60K",50,18431,902,2950,61,0.049
711625683,46,M,4,Doctorate,Married,"$120K +",36,3104,862,2781,74,0.278
810856833,45,M,4,College,Unknown,"$120K +",40,11962,1025,1907,52,0.086
708174708,38,M,4,Graduate,Married,"$40K - $60K",27,5535,1276,1764,38,0.231
803648508,43,M,4,"High School",Unknown,"$80K - $120K",37,13882,758,1646,42,0.055
788684508,36,M,4,Uneducated,Married,"$80K - $120K",25,5846,1732,2056,41,0.296
780865308,40,M,4,Uneducated,Married,"$80K - $120K",23,9760,1657,4542,86,0.17
714062958,36,M,4,Unknown,Single,"$40K - $60K",36,9887,994,2552,64,0.101
806170158,39,M,4,Graduate,Single,"$60K - $80K",34,34516,542,3899,78,0.016
790048158,46,F,4,College,Married,"Less than $40K",38,8881,1865,2632,54,0.21
820981383,44,F,4,"High School",Divorced,"Less than $40K",39,9235,1796,1739,42,0.194
792402483,46,M,4,Graduate,Single,"$60K - $80K",40,12280,985,4263,70,0.08
712973733,58,M,4,Graduate,Married,"$60K - $80K",36,14607,1480,1393,38,0.101
789235383,38,M,4,College,Married,"$80K - $120K",27,10386,1909,2119,52,0.184
779618433,48,M,4,Uneducated,Single,"$40K - $60K",38,8327,1551,4428,82,0.186
717233058,34,M,4,Unknown,Married,"$40K - $60K",26,5540,1240,1524,31,0.224
780197133,40,M,4,Graduate,Single,"$60K - $80K",30,13919,1266,3699,67,0.091
779542608,47,M,4,Uneducated,Single,"$80K - $120K",32,34010,1340,1739,39,0.039
716584158,51,M,4,"High School",Married,"$80K - $120K",42,14438,2517,2090,47,0.174
714757908,46,M,4,Graduate,Married,"$120K +",36,34516,1380,2163,56,0.04
710345808,41,M,4,Uneducated,Divorced,"$80K - $120K",36,30030,2028,1828,38,0.068
720620058,41,M,4,"High School",Unknown,"$80K - $120K",36,23124,1746,1959,50,0.076
789307833,44,M,4,College,Unknown,"$120K +",34,8874,1590,1849,56,0.179
712589658,45,F,4,Uneducated,Unknown,"Less than $40K",30,13131,1965,1795,37,0.15
710884683,48,M,4,Graduate,Married,"$80K - $120K",40,34516,807,3937,80,0.023
713412558,39,F,4,Post-Graduate,Married,"Less than $40K",22,5454,1108,2674,67,0.203
717613233,45,M,4,Uneducated,Married,"$60K - $80K",33,25907,745,2058,56,0.029
717411483,55,M,4,College,Divorced,"$80K - $120K",36,34173,1194,3731,69,0.035
716154258,48,M,4,Doctorate,Unknown,"$60K - $80K",38,32658,1482,2023,37,0.045
769323183,51,M,4,Uneducated,Single,"$120K +",45,12101,2517,2086,44,0.208
807349158,36,M,4,Doctorate,Divorced,"$120K +",31,34516,1491,2243,60,0.043
770937183,40,F,4,Graduate,Single,"Less than $40K",27,10745,2084,3502,87,0.194
708758658,49,M,4,Graduate,Married,"$80K - $120K",39,34516,543,3951,76,0.016
719836083,54,M,4,Unknown,Married,"$60K - $80K",36,7477,1752,1543,34,0.234
718291233,46,M,4,Graduate,Married,"$80K - $120K",33,16227,917,4314,67,0.057
710703708,46,F,4,Unknown,Single,"$40K - $60K",35,16985,968,2961,56,0.057
712513458,47,F,4,"High School",Single,"Less than $40K",38,7469,1899,3150,70,0.254
720188508,43,M,4,Graduate,Single,"$60K - $80K",25,13193,1749,4071,64,0.133
788959758,47,F,4,Uneducated,Single,"$40K - $60K",33,9148,561,3451,59,0.061
714318033,50,M,4,Unknown,Married,"$60K - $80K",36,10226,1638,3321,57,0.16
711638658,33,M,4,"High School",Single,"$40K - $60K",25,8650,1929,2878,63,0.223
708151008,49,F,4,Graduate,Married,"$40K - $60K",41,6250,644,2433,41,0.103
789646158,49,M,4,Uneducated,Married,"$40K - $60K",33,3653,881,3297,66,0.241
789244308,56,M,4,College,Single,"$80K - $120K",41,17753,1899,3986,64,0.107
711885258,47,F,4,"High School",Married,"Less than $40K",31,7711,988,2078,42,0.128
712612233,35,M,4,Graduate,Single,"$60K - $80K",22,8717,719,2067,59,0.082
717472833,42,M,4,Unknown,Single,"$80K - $120K",32,7260,713,4253,73,0.098
713984208,52,M,4,Graduate,Married,"$40K - $60K",33,5776,874,4029,72,0.151
779661033,49,M,4,Unknown,Married,"$60K - $80K",32,25620,1107,3503,66,0.043
713657733,47,M,4,Unknown,Single,"$60K - $80K",36,9132,800,3809,71,0.088
717331758,44,M,4,Graduate,Married,"$120K +",32,34516,2517,4228,83,0.073
720648483,39,M,4,College,Single,"$80K - $120K",31,32210,1115,1821,53,0.035
718500633,45,F,4,Unknown,Married,"Less than $40K",36,7924,1896,3270,58,0.239
712319958,41,M,4,"High School",Married,"$80K - $120K",29,12154,2517,3853,71,0.207
718737708,45,M,4,Graduate,Single,"$80K - $120K",33,31458,1202,4202,66,0.038
716142858,46,F,4,Uneducated,Married,"Less than $40K",36,10961,1391,3914,77,0.127
712000758,51,M,4,Uneducated,Single,"$120K +",39,34516,1959,3997,54,0.057
826410708,40,M,4,Unknown,Married,"$60K - $80K",36,22956,1407,5554,64,0.061
714779733,44,M,4,Unknown,Single,"$60K - $80K",36,10998,1586,2237,33,0.144
788641758,53,M,4,College,Single,"$60K - $80K",45,14366,888,3868,66,0.062
713277783,45,F,4,Uneducated,Married,"$40K - $60K",36,18679,905,2168,55,0.048
811532208,51,M,4,Graduate,Married,"$40K - $60K",46,16277,1170,3634,62,0.072
713896533,42,M,4,"High School",Single,"$60K - $80K",33,9442,838,3157,63,0.089
710509758,36,M,4,College,Single,"$120K +",36,28200,765,2507,64,0.027
826414083,47,F,4,Unknown,Married,"$40K - $60K",43,4798,1017,4225,79,0.212
709804533,40,M,4,Uneducated,Single,"$120K +",34,17818,1451,3973,74,0.081
766131033,43,F,4,Graduate,Married,"Less than $40K",29,3767,976,3163,60,0.259
708225483,47,M,4,Graduate,Married,"$80K - $120K",36,11242,1561,4246,81,0.139
708119658,49,F,4,Graduate,Married,"$40K - $60K",38,12836,1034,2519,53,0.081
787770858,43,M,4,Graduate,Single,"$80K - $120K",32,8333,774,3889,81,0.093
736552308,48,F,4,Graduate,Married,"Less than $40K",41,3521,672,3291,65,0.191
720578058,53,M,4,Unknown,Single,"$60K - $80K",42,8386,2375,4101,67,0.283
710678658,47,F,4,Unknown,Unknown,"Less than $40K",36,4944,1151,3684,64,0.233
713971608,49,M,4,Uneducated,Married,"Less than $40K",39,7232,1830,4337,71,0.253
712085733,45,M,4,Graduate,Married,"$120K +",36,34516,880,3491,64,0.025
712606158,47,M,4,Uneducated,Married,"$60K - $80K",42,5715,1214,3685,63,0.212
713162358,49,F,4,Unknown,Single,"$40K - $60K",36,9595,509,4050,72,0.053
820383558,45,M,4,"High School",Married,"$80K - $120K",40,6366,1344,3258,58,0.211
720868683,50,F,4,Uneducated,Single,"$40K - $60K",22,7853,1343,1814,37,0.171
787532808,41,M,4,Post-Graduate,Married,"$40K - $60K",30,16386,2236,3293,66,0.136
714169083,48,M,4,Post-Graduate,Single,"$120K +",38,34516,1639,4959,74,0.047
709693833,47,M,4,Graduate,Married,"$60K - $80K",34,9261,1605,2468,44,0.173
